what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754368385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754371265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464754383787
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1464754408170
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1464754408958
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1464754412258
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1464754412829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754416335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754416551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754435778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754456784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754461120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754464198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1464754474482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464754476370
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1464754481484
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1464754481628
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1464754481740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1464754482349
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1464754483819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754486545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754492433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754496333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754497932
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1464754502621
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464754504861
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464754505004
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464754505149
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464754505309
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464754505469
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464754505661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1464754506703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464754507184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1464754508989
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464754509452
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464754509581
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464754509724
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464754509868
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464754510012
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464754510140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754523712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754528833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754532514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754533631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754537905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754540098
error,log,,,"Internal Error",1464754544338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464754547187
error,log,,,"Internal Error",1464754547239
error,log,,,"Internal Error",1464754551428
error,log,,,"Internal Error",1464754553070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464754563585
