what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751535508
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751747900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751751670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751752265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751752268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751752325
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1464751753721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751755856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751762865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751765518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751766324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751766934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751785631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751785807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751792673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751805809
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1464751810793
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751813047
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1464751814585
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1464751819032
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1464751819563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751831487
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1464751918890
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1464751919031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751919730
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751920687
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751920754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751933840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464751946756
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751953109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751953150
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751962010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1464751969100
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1464751970028
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751970577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464751974989
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464751979488
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752027518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1464752029453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752030970
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752037988
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752046315
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752046895
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752067544
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752068554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752070716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752078927
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1464752091528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1464752091686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752093175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464752128185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1464752138667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464752139584
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1464752147074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752147142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752156367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752157991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752162516
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1464752172146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752176657
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752180670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752180868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1464752180880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752198123
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1464752206652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752206964
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1464752206971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752215160
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1464752236297
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752268650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752279237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752600685
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1464752602752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752608686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752638113
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752638345
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752638384
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752638555
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752638588
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1464752638588
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1464752649135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752652200
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752653454
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752655086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752657704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752667746
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1464752667755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752668954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752673642
error,log,,,"Unhandled event loop exception",1464752673727
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752676358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752677796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752682666
error,log,,,"Unhandled event loop exception",1464752682675
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752686229
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1464752714950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752716785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752720047
error,log,,,"Unhandled event loop exception",1464752720063
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752748989
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752750788
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752759912
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752759913
error,log,,,"Internal Error",1464752775963
error,log,,,"Internal Error",1464752780038
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752795180
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464752795180
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1464752842750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752843094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752850094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752855272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752859867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1464752863723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752864257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752946066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752946689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752947743
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1464752961929
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1464752961946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464752962763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464752962774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752965342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464752967064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753004896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753029589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753030529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753032144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753039200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753041890
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findIncremental",1464753043298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753067216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753073761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464753076256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753079091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753079289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464753096451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753108302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753108518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753111454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753111493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464753119296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753140122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753166557
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464753166703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464753172607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464753174266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753214387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753217774
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1464753218907
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1464753218940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753279344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753280095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753280528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753281041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753281311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753285407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1464753318785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1464753368623
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464753370589
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464753370716
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464753370861
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464753370988
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464753371212
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464753371372
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1464753371516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464753372401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1464753380579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464753391958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753394912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753395045
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1464753395228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1464753395259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753403820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753409262
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1464753419306
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1464753419306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753423316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753423476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753444338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753483586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1464753493210
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1464753499277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1464753499456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753587729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753590019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753590976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1464753638033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1464753661900
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1464753666972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464753667568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1464753679768
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1464753680844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464753681599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1464753703388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1464753705535
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464753709612
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464753709772
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464753709933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1464753710093
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1464753710365
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1464753710813
